"Settlement Date","TI","Total Demand"
"08/26/2016","05","14,539.610"
"08/26/2016","06","14,526.140"
"08/26/2016","07","15,311.630"
"08/26/2016","08","16,797.310"
"08/26/2016","09","18,036.100"
"08/26/2016","10","18,951.320"
"08/26/2016","11","19,814.510"
"08/26/2016","12","20,650.210"
"08/26/2016","13","21,408.450"
"08/26/2016","14","22,067.270"
"08/26/2016","15","22,417.560"
"08/26/2016","16","22,821.490"
"08/26/2016","17","23,113.820"
"08/26/2016","18","23,020.950"
"08/26/2016","19","22,305.890"
"08/26/2016","20","21,461.510"
"08/26/2016","21","20,902.870"
"08/26/2016","22","19,536.090"
"08/26/2016","23","17,821.010"
"08/26/2016","24","16,220.600"
"08/27/2016","01","14,971.820"
"08/27/2016","02","14,158.680"
"08/27/2016","03","14,031.060"
"08/27/2016","04","13,826.880"
"08/27/2016","05","13,402.650"
"08/27/2016","06","13,475.520"
"08/27/2016","07","13,757.890"
"08/27/2016","08","14,184.190"
"08/27/2016","09","15,084.260"
"08/27/2016","10","15,963.230"
"08/27/2016","11","16,776.090"
"08/27/2016","12","17,480.860"
"08/27/2016","13","18,085.780"
"08/27/2016","14","18,487.710"
"08/27/2016","15","18,817.100"
"08/27/2016","16","19,129.990"
"08/27/2016","17","19,370.450"
"08/27/2016","18","19,430.510"
"08/27/2016","19","18,979.040"
"08/27/2016","20","18,438.020"
"08/27/2016","21","18,167.510"
"08/27/2016","22","17,169.670"
"08/27/2016","23","15,872.050"
"08/27/2016","24","14,765.080"
"08/28/2016","01","13,659.120"
"08/28/2016","02","12,880.640"
"08/28/2016","03","12,821.430"
"08/28/2016","04","12,796.690"
"08/28/2016","05","12,631.820"
"08/28/2016","06","12,672.070"
"08/28/2016","07","12,611.780"
"08/28/2016","08","13,278.400"
"08/28/2016","09","14,151.190"
"08/28/2016","10","14,659.840"
"08/28/2016","11","15,445.470"
"08/28/2016","12","16,211.740"
"08/28/2016","13","16,894.580"
"08/28/2016","14","17,484.560"
"08/28/2016","15","18,032.930"
"08/28/2016","16","18,534.260"
"08/28/2016","17","18,991.370"
"08/28/2016","18","19,267.190"
"08/28/2016","19","18,996.630"
"08/28/2016","20","18,655.480"
"08/28/2016","21","18,449.190"
"08/28/2016","22","17,331.230"
"08/28/2016","23","15,846.060"
"08/28/2016","24","14,429.960"
"08/29/2016","01","13,754.990"
"08/29/2016","02","13,775.900"
"08/29/2016","03","13,524.100"
"08/29/2016","04","13,379.290"
"08/29/2016","05","13,462.230"
"08/29/2016","06","14,141.990"
"08/29/2016","07","15,158.840"
"08/29/2016","08","16,248.260"
"08/29/2016","09","17,238.400"
"08/29/2016","10","17,992.600"
"08/29/2016","11","18,934.860"
"08/29/2016","12","19,710.180"
"08/29/2016","13","20,278.300"
"08/29/2016","14","20,795.860"
"08/29/2016","15","21,151.140"
"08/29/2016","16","21,323.620"
"08/29/2016","17","21,420.860"
"08/29/2016","18","21,306.530"
"08/29/2016","19","20,639.850"
"08/29/2016","20","19,898.650"
"08/29/2016","21","19,340.200"
"08/29/2016","22","17,807.580"
"08/29/2016","23","15,919.130"
"08/29/2016","24","14,220.890"
"08/30/2016","01","13,448.970"
"08/30/2016","02","12,963.450"
"08/30/2016","03","12,769.250"
"08/30/2016","04","12,976.360"
"08/30/2016","05","12,838.060"
"08/30/2016","06","12,989.360"
"08/30/2016","07","13,912.040"
"08/30/2016","08","14,521.650"
"08/30/2016","09","15,293.580"
"08/30/2016","10","15,936.570"
"08/30/2016","11","16,551.940"
"08/30/2016","12","17,088.500"
"08/30/2016","13","17,557.960"
"08/30/2016","14","18,153.150"
"08/30/2016","15","18,607.520"
"08/30/2016","16","18,990.280"
"08/30/2016","17","19,369.360"
"08/30/2016","18","19,504.730"
"08/30/2016","19","19,166.690"
"08/30/2016","20","18,881.640"
"08/30/2016","21","18,538.680"
"08/30/2016","22","17,218.850"
"08/30/2016","23","15,575.630"
"08/30/2016","24","14,041.250"
"08/31/2016","01","13,163.840"
"08/31/2016","02","13,279.400"
"08/31/2016","03","13,388.810"
"08/31/2016","04","13,337.040"
"08/31/2016","05","13,463.020"
"08/31/2016","06","13,690.460"
"08/31/2016","07","14,476.210"
"08/31/2016","08","15,593.830"
"08/31/2016","09","16,457.150"
"08/31/2016","10","17,166.290"
"08/31/2016","11","17,827.360"
"08/31/2016","12","18,314.420"
"08/31/2016","13","18,658.830"
"08/31/2016","14","19,012.330"
"08/31/2016","15","19,067.360"
"08/31/2016","16","19,177.050"
"08/31/2016","17","19,349.530"
"08/31/2016","18","19,418.180"
"08/31/2016","19","19,276.740"
"08/31/2016","20","19,469.030"
"08/31/2016","21","19,277.600"
"08/31/2016","22","18,130.790"
"08/31/2016","23","16,541.150"
"08/31/2016","24","15,058.450"
"09/01/2016","01","14,156.260"
"09/01/2016","02","13,850.370"
"09/01/2016","03","13,727.890"
"09/01/2016","04","13,522.590"
"09/01/2016","05","13,682.020"
"09/01/2016","06","14,312.350"
"09/01/2016","07","15,346.760"
"09/01/2016","08","16,428.810"
"09/01/2016","09","17,052.570"
"09/01/2016","10","17,517.660"
"09/01/2016","11","17,885.280"
"09/01/2016","12","18,061.360"
"09/01/2016","13","18,013.240"
"09/01/2016","14","18,027.750"
"09/01/2016","15","18,002.230"
"09/01/2016","16","18,071.240"
"09/01/2016","17","18,189.810"
"09/01/2016","18","18,214.790"
"09/01/2016","19","18,015.880"
"09/01/2016","20","18,102.210"
"09/01/2016","21","17,950.000"
"09/01/2016","22","16,832.380"
"09/01/2016","23","15,175.250"
"09/01/2016","24","13,832.120"
"09/02/2016","01","12,679.010"
"09/02/2016","02","12,380.090"
"09/02/2016","03","12,293.570"
"09/02/2016","04","12,134.260"
"09/02/2016","05","12,308.080"
"09/02/2016","06","12,396.960"
"09/02/2016","07","12,954.580"
"09/02/2016","08","14,017.000"
"09/02/2016","09","14,781.590"
"09/02/2016","10","15,310.830"
"09/02/2016","11","15,716.200"
"09/02/2016","12","16,086.370"
"09/02/2016","13","16,285.870"
"09/02/2016","14","16,502.080"
"09/02/2016","15","16,617.100"
"09/02/2016","16","16,720.440"
"09/02/2016","17","16,889.960"
"09/02/2016","18","16,885.660"
"09/02/2016","19","16,447.910"
"09/02/2016","20","16,285.050"
"09/02/2016","21","15,999.320"
"09/02/2016","22","15,063.680"
"09/02/2016","23","13,815.190"
"09/02/2016","24","12,556.330"
"09/03/2016","01","11,758.960"
"09/03/2016","02","11,430.240"
"09/03/2016","03","11,066.730"
"09/03/2016","04","10,826.660"
"09/03/2016","05","10,750.010"
"09/03/2016","06","10,717.950"
"09/03/2016","07","10,823.800"
"09/03/2016","08","11,380.760"
"09/03/2016","09","12,224.930"
"09/03/2016","10","12,875.270"
"09/03/2016","11","13,191.780"
"09/03/2016","12","13,408.410"
"09/03/2016","13","13,559.810"
"09/03/2016","14","13,614.850"
"09/03/2016","15","13,680.160"
"09/03/2016","16","13,726.640"
"09/03/2016","17","13,934.370"
"09/03/2016","18","14,159.260"
"09/03/2016","19","14,180.840"
"09/03/2016","20","14,365.850"
"09/03/2016","21","14,306.740"
"09/03/2016","22","13,578.720"
"09/03/2016","23","12,619.410"
"09/03/2016","24","11,599.260"
"09/04/2016","01","10,764.090"
"09/04/2016","02","10,527.760"
"09/04/2016","03","10,603.480"
"09/04/2016","04","10,695.210"
"09/04/2016","05","10,735.820"
"09/04/2016","06","10,607.060"
"09/04/2016","07","10,811.640"
"09/04/2016","08","10,835.620"
"09/04/2016","09","11,382.340"
"09/04/2016","10","11,977.330"
"09/04/2016","11","12,354.330"
"09/04/2016","12","12,611.890"
"09/04/2016","13","12,811.750"
"09/04/2016","14","12,925.330"
"09/04/2016","15","13,101.940"
"09/04/2016","16","13,376.430"
"09/04/2016","17","13,772.610"
"09/04/2016","18","14,121.360"
"09/04/2016","19","14,084.660"
"09/04/2016","20","14,192.330"
"09/04/2016","21","14,049.850"
"09/04/2016","22","13,302.790"
"09/04/2016","23","12,378.860"
"09/04/2016","24","11,386.900"
"09/05/2016","01","10,756.000"
"09/05/2016","02","10,076.550"
"09/05/2016","03","9,786.390"
"09/05/2016","04","9,877.560"
"09/05/2016","05","9,915.760"
"09/05/2016","06","10,198.910"
"09/05/2016","07","10,575.980"
"09/05/2016","08","11,089.840"
"09/05/2016","09","11,753.120"
"09/05/2016","10","12,450.670"
"09/05/2016","11","12,915.720"
"09/05/2016","12","13,016.750"
"09/05/2016","13","13,118.830"
"09/05/2016","14","13,269.700"
"09/05/2016","15","13,487.360"
"09/05/2016","16","13,750.590"
"09/05/2016","17","14,195.170"
"09/05/2016","18","14,668.590"
"09/05/2016","19","14,841.830"
"09/05/2016","20","15,133.230"
"09/05/2016","21","14,991.760"
"09/05/2016","22","13,975.600"
"09/05/2016","23","12,657.730"
"09/05/2016","24","11,551.940"
"09/06/2016","01","11,304.880"
"09/06/2016","02","11,298.940"
"09/06/2016","03","11,314.760"
"09/06/2016","04","11,280.920"
"09/06/2016","05","11,524.880"
"09/06/2016","06","12,061.500"
"09/06/2016","07","13,273.910"
"09/06/2016","08","14,386.170"
"09/06/2016","09","15,006.540"
"09/06/2016","10","15,503.360"
"09/06/2016","11","15,898.590"
"09/06/2016","12","16,123.530"
"09/06/2016","13","16,248.950"
"09/06/2016","14","16,429.530"
"09/06/2016","15","16,540.350"
"09/06/2016","16","16,653.060"
"09/06/2016","17","16,811.790"
"09/06/2016","18","16,964.620"
"09/06/2016","19","16,973.450"
"09/06/2016","20","17,196.460"
"09/06/2016","21","16,860.580"
"09/06/2016","22","15,792.380"
"09/06/2016","23","14,374.840"
"09/06/2016","24","13,078.000"
"09/07/2016","01","12,718.960"
"09/07/2016","02","12,469.490"
"09/07/2016","03","12,438.320"
"09/07/2016","04","12,332.980"
"09/07/2016","05","12,557.120"
"09/07/2016","06","13,102.900"
"09/07/2016","07","14,395.840"
"09/07/2016","08","15,441.060"
"09/07/2016","09","16,070.220"
"09/07/2016","10","16,530.830"
"09/07/2016","11","16,956.870"
"09/07/2016","12","17,329.600"
"09/07/2016","13","17,678.880"
"09/07/2016","14","18,016.930"
"09/07/2016","15","18,176.920"
"09/07/2016","16","18,411.580"
"09/07/2016","17","18,681.460"
"09/07/2016","18","18,793.670"
"09/07/2016","19","18,629.560"
"09/07/2016","20","18,764.000"
"09/07/2016","21","18,407.910"
"09/07/2016","22","17,240.200"
"09/07/2016","23","15,963.340"
"09/07/2016","24","14,754.180"
"09/08/2016","01","14,229.620"
"09/08/2016","02","13,788.680"
"09/08/2016","03","13,396.360"
"09/08/2016","04","13,214.690"
"09/08/2016","05","13,371.420"
"09/08/2016","06","14,293.120"
"09/08/2016","07","15,534.430"
"09/08/2016","08","15,932.560"
"09/08/2016","09","16,514.970"
"09/08/2016","10","17,052.600"
"09/08/2016","11","17,596.690"
"09/08/2016","12","18,066.130"
"09/08/2016","13","18,484.140"
"09/08/2016","14","18,933.980"
"09/08/2016","15","19,319.520"
"09/08/2016","16","19,716.680"
"09/08/2016","17","20,197.100"
"09/08/2016","18","20,416.820"
"09/08/2016","19","20,075.170"
"09/08/2016","20","20,173.790"
"09/08/2016","21","19,689.440"
"09/08/2016","22","18,389.420"
"09/08/2016","23","16,735.500"
"09/08/2016","24","15,774.970"
"09/09/2016","01","15,229.170"
"09/09/2016","02","14,693.480"
"09/09/2016","03","14,280.070"
"09/09/2016","04","14,104.580"
"09/09/2016","05","14,311.840"
"09/09/2016","06","15,267.310"
"09/09/2016","07","16,590.730"
"09/09/2016","08","17,357.950"
"09/09/2016","09","17,906.190"
"09/09/2016","10","18,725.360"
"09/09/2016","11","19,570.950"
"09/09/2016","12","20,522.270"
"09/09/2016","13","21,328.110"
"09/09/2016","14","22,029.430"
"09/09/2016","15","22,463.050"
"09/09/2016","16","22,805.820"
"09/09/2016","17","23,033.850"
"09/09/2016","18","22,772.220"
"09/09/2016","19","22,017.190"
"09/09/2016","20","21,630.820"
"09/09/2016","21","20,858.720"
"09/09/2016","22","19,443.390"
"09/09/2016","23","17,759.160"
"09/09/2016","24","16,073.400"
"09/10/2016","01","15,016.620"
"09/10/2016","02","14,173.890"
"09/10/2016","03","13,982.570"
"09/10/2016","04","13,933.410"
"09/10/2016","05","14,048.310"
"09/10/2016","06","14,020.130"
"09/10/2016","07","14,257.610"
"09/10/2016","08","14,332.970"
"09/10/2016","09","15,217.540"
"09/10/2016","10","16,116.040"
"09/10/2016","11","16,898.630"
"09/10/2016","12","17,389.410"
"09/10/2016","13","17,644.260"
"09/10/2016","14","17,836.250"
"09/10/2016","15","18,134.630"
"09/10/2016","16","18,498.670"
"09/10/2016","17","18,752.670"
"09/10/2016","18","18,784.080"
"09/10/2016","19","18,500.850"
"09/10/2016","20","18,609.420"
"09/10/2016","21","18,276.640"
"09/10/2016","22","17,432.260"
"09/10/2016","23","16,297.030"
"09/10/2016","24","15,096.760"
"09/11/2016","01","14,144.640"
"09/11/2016","02","13,780.110"
"09/11/2016","03","13,847.860"
"09/11/2016","04","13,581.610"
"09/11/2016","05","13,501.460"
"09/11/2016","06","13,701.720"
"09/11/2016","07","14,117.180"
"09/11/2016","08","14,391.470"
"09/11/2016","09","15,047.200"
"09/11/2016","10","15,958.700"
"09/11/2016","11","16,172.570"
"09/11/2016","12","16,038.740"
"09/11/2016","13","15,972.540"
"09/11/2016","14","16,056.820"
"09/11/2016","15","16,196.110"
"09/11/2016","16","16,517.090"
"09/11/2016","17","16,841.360"
"09/11/2016","18","17,101.470"
"09/11/2016","19","16,850.740"
"09/11/2016","20","16,741.890"
"09/11/2016","21","16,173.340"
"09/11/2016","22","14,907.550"
"09/11/2016","23","13,492.580"
"09/11/2016","24","12,410.960"
"09/12/2016","01","11,686.930"
"09/12/2016","02","11,520.360"
"09/12/2016","03","11,305.200"
"09/12/2016","04","11,376.580"
"09/12/2016","05","11,363.420"
"09/12/2016","06","12,124.010"
"09/12/2016","07","12,879.310"
"09/12/2016","08","13,540.580"
"09/12/2016","09","13,955.850"
"09/12/2016","10","14,303.600"
"09/12/2016","11","14,636.300"
"09/12/2016","12","14,878.460"
"09/12/2016","13","15,057.060"
"09/12/2016","14","15,347.290"
"09/12/2016","15","15,624.290"
"09/12/2016","16","15,899.010"
"09/12/2016","17","16,254.760"
"09/12/2016","18","16,542.950"
"09/12/2016","19","16,407.680"
"09/12/2016","20","16,497.210"
"09/12/2016","21","15,974.410"
"09/12/2016","22","14,732.430"
"09/12/2016","23","13,238.820"
"09/12/2016","24","11,927.410"
"09/13/2016","01","11,427.740"
"09/13/2016","02","11,466.620"
"09/13/2016","03","11,514.230"
"09/13/2016","04","11,389.530"
"09/13/2016","05","11,610.200"
"09/13/2016","06","11,862.350"
"09/13/2016","07","12,796.570"
"09/13/2016","08","13,705.360"
"09/13/2016","09","14,189.130"
"09/13/2016","10","14,588.380"
"09/13/2016","11","15,026.450"
"09/13/2016","12","15,379.770"
"09/13/2016","13","15,676.950"
"09/13/2016","14","16,104.250"
"09/13/2016","15","16,450.620"
"09/13/2016","16","16,865.350"
"09/13/2016","17","17,276.760"
"09/13/2016","18","17,479.720"
"09/13/2016","19","17,262.380"
"09/13/2016","20","17,403.400"
"09/13/2016","21","16,873.400"
"09/13/2016","22","15,646.670"
"09/13/2016","23","14,104.900"
"09/13/2016","24","12,746.140"
"09/14/2016","01","12,051.080"
"09/14/2016","02","11,798.890"
"09/14/2016","03","11,662.950"
"09/14/2016","04","11,623.910"
"09/14/2016","05","11,682.480"
"09/14/2016","06","12,233.670"
"09/14/2016","07","13,620.930"
"09/14/2016","08","14,717.670"
"09/14/2016","09","15,354.240"
"09/14/2016","10","15,963.540"
"09/14/2016","11","16,714.250"
"09/14/2016","12","17,363.550"
"09/14/2016","13","17,912.920"
"09/14/2016","14","18,665.460"
"09/14/2016","15","19,206.590"
"09/14/2016","16","19,471.440"
"09/14/2016","17","19,586.740"
"09/14/2016","18","19,279.700"
"09/14/2016","19","18,810.490"
"09/14/2016","20","18,680.010"
"09/14/2016","21","17,777.130"
"09/14/2016","22","16,194.470"
"09/14/2016","23","14,322.440"
"09/14/2016","24","12,856.640"
"09/15/2016","01","11,940.650"
"09/15/2016","02","11,403.570"
"09/15/2016","03","11,428.430"
"09/15/2016","04","11,439.910"
"09/15/2016","05","11,247.610"
"09/15/2016","06","11,761.650"
"09/15/2016","07","12,803.650"
"09/15/2016","08","13,657.530"
"09/15/2016","09","13,943.720"
"09/15/2016","10","14,141.000"
"09/15/2016","11","14,364.130"
"09/15/2016","12","14,564.520"
"09/15/2016","13","14,579.910"
"09/15/2016","14","14,706.520"
"09/15/2016","15","14,774.440"
"09/15/2016","16","14,923.800"
"09/15/2016","17","15,203.380"
"09/15/2016","18","15,410.060"
"09/15/2016","19","15,327.720"
"09/15/2016","20","15,570.120"
"09/15/2016","21","15,083.060"
"09/15/2016","22","13,991.270"
"09/15/2016","23","12,599.830"
"09/15/2016","24","11,352.690"
"09/16/2016","01","10,889.850"
"09/16/2016","02","10,648.230"
"09/16/2016","03","10,626.600"
"09/16/2016","04","10,745.460"
"09/16/2016","05","10,781.740"
"09/16/2016","06","11,243.740"
"09/16/2016","07","12,322.860"
"09/16/2016","08","13,227.720"
"09/16/2016","09","13,594.200"
"09/16/2016","10","13,827.760"
"09/16/2016","11","14,123.180"
"09/16/2016","12","14,283.170"
"09/16/2016","13","14,349.640"
"09/16/2016","14","14,475.850"
"09/16/2016","15","14,515.160"
"09/16/2016","16","14,636.910"
"09/16/2016","17","14,868.900"
"09/16/2016","18","14,977.260"
"09/16/2016","19","14,808.620"
"09/16/2016","20","14,998.340"
"09/16/2016","21","14,519.570"
"09/16/2016","22","13,616.760"
"09/16/2016","23","12,487.180"
"09/16/2016","24","11,341.320"
"09/17/2016","01","10,657.640"
"09/17/2016","02","10,461.980"
"09/17/2016","03","10,428.710"
"09/17/2016","04","10,552.690"
"09/17/2016","05","10,586.880"
"09/17/2016","06","10,688.880"
"09/17/2016","07","10,759.410"
"09/17/2016","08","11,054.130"
"09/17/2016","09","11,804.890"
"09/17/2016","10","12,313.300"
"09/17/2016","11","12,568.980"
"09/17/2016","12","12,720.800"
"09/17/2016","13","12,786.860"
"09/17/2016","14","12,838.010"
"09/17/2016","15","13,019.370"
"09/17/2016","16","13,367.240"
"09/17/2016","17","13,790.460"
"09/17/2016","18","14,191.900"
"09/17/2016","19","14,308.460"
"09/17/2016","20","14,709.740"
"09/17/2016","21","14,394.720"
"09/17/2016","22","13,702.110"
"09/17/2016","23","12,791.240"
"09/17/2016","24","12,102.340"
"09/18/2016","01","11,807.770"
"09/18/2016","02","11,695.470"
"09/18/2016","03","11,421.670"
"09/18/2016","04","11,295.880"
"09/18/2016","05","11,330.720"
"09/18/2016","06","11,556.540"
"09/18/2016","07","11,966.300"
"09/18/2016","08","12,376.530"
"09/18/2016","09","12,949.570"
"09/18/2016","10","13,650.330"
"09/18/2016","11","14,313.880"
"09/18/2016","12","14,894.510"
"09/18/2016","13","15,322.470"
"09/18/2016","14","15,564.660"
"09/18/2016","15","15,706.500"
"09/18/2016","16","15,938.360"
"09/18/2016","17","16,279.440"
"09/18/2016","18","16,734.980"
"09/18/2016","19","17,064.820"
"09/18/2016","20","17,532.260"
"09/18/2016","21","17,065.840"
"09/18/2016","22","16,024.370"
"09/18/2016","23","14,694.440"
"09/18/2016","24","13,679.830"
"09/19/2016","01","12,975.920"
"09/19/2016","02","12,677.430"
"09/19/2016","03","12,645.560"
"09/19/2016","04","12,583.250"
"09/19/2016","05","12,878.910"
"09/19/2016","06","13,578.010"
"09/19/2016","07","14,931.440"
"09/19/2016","08","16,147.380"
"09/19/2016","09","16,774.900"
"09/19/2016","10","17,263.980"
"09/19/2016","11","17,701.930"
"09/19/2016","12","17,837.730"
"09/19/2016","13","17,770.200"
"09/19/2016","14","17,676.070"
"09/19/2016","15","17,410.940"
"09/19/2016","16","17,263.090"
"09/19/2016","17","17,278.970"
"09/19/2016","18","17,478.870"
"09/19/2016","19","17,633.930"
"09/19/2016","20","17,855.900"
"09/19/2016","21","17,231.960"
"09/19/2016","22","16,051.350"
"09/19/2016","23","14,580.280"
"09/19/2016","24","13,484.390"
"09/20/2016","01","12,828.980"
"09/20/2016","02","12,536.200"
"09/20/2016","03","12,475.880"
"09/20/2016","04","12,373.440"
"09/20/2016","05","12,597.390"
"09/20/2016","06","13,549.550"
"09/20/2016","07","14,802.500"
"09/20/2016","08","15,398.510"
"09/20/2016","09","15,930.200"
"09/20/2016","10","16,314.680"
"09/20/2016","11","16,710.310"
"09/20/2016","12","17,042.220"
"09/20/2016","13","17,355.870"
"09/20/2016","14","17,875.850"
"09/20/2016","15","18,291.270"
"09/20/2016","16","18,646.950"
"09/20/2016","17","18,891.220"
"09/20/2016","18","18,890.040"
"09/20/2016","19","18,730.790"
"09/20/2016","20","18,980.910"
"09/20/2016","21","18,243.370"
"09/20/2016","22","16,884.910"
"09/20/2016","23","15,218.380"
"09/20/2016","24","14,121.740"
"09/21/2016","01","13,179.240"
"09/21/2016","02","12,748.870"
"09/21/2016","03","12,581.130"
"09/21/2016","04","12,374.610"
"09/21/2016","05","12,488.650"
"09/21/2016","06","13,200.910"
"09/21/2016","07","14,391.250"
"09/21/2016","08","14,847.320"
"09/21/2016","09","15,273.080"
"09/21/2016","10","15,587.970"
"09/21/2016","11","16,008.140"
"09/21/2016","12","16,332.530"
"09/21/2016","13","16,669.420"
"09/21/2016","14","17,160.300"
"09/21/2016","15","17,455.920"
"09/21/2016","16","17,686.010"
"09/21/2016","17","17,818.440"
"09/21/2016","18","17,684.010"
"09/21/2016","19","17,444.470"
"09/21/2016","20","17,586.810"
"09/21/2016","21","16,823.770"
"09/21/2016","22","15,498.490"
"09/21/2016","23","13,899.760"
"09/21/2016","24","12,735.380"
"09/22/2016","01","11,840.080"
"09/22/2016","02","11,628.640"
"09/22/2016","03","11,572.010"
"09/22/2016","04","11,432.510"
"09/22/2016","05","11,427.730"
"09/22/2016","06","11,958.020"
"09/22/2016","07","12,992.440"
"09/22/2016","08","14,108.360"
"09/22/2016","09","14,426.640"
"09/22/2016","10","14,853.720"
"09/22/2016","11","15,390.240"
"09/22/2016","12","15,833.380"
"09/22/2016","13","16,204.700"
"09/22/2016","14","16,717.380"
"09/22/2016","15","17,129.040"
"09/22/2016","16","17,533.620"
"09/22/2016","17","17,878.530"
"09/22/2016","18","17,875.210"
"09/22/2016","19","17,542.550"
"09/22/2016","20","17,633.490"
"09/22/2016","21","16,887.040"
"09/22/2016","22","15,589.250"
"09/22/2016","23","14,086.060"
"09/22/2016","24","12,896.240"
"09/23/2016","01","12,298.140"
"09/23/2016","02","11,828.710"
"09/23/2016","03","11,730.000"
"09/23/2016","04","11,740.660"
"09/23/2016","05","11,818.550"
"09/23/2016","06","12,067.820"
"09/23/2016","07","12,988.870"
"09/23/2016","08","13,985.380"
"09/23/2016","09","14,538.870"
"09/23/2016","10","14,982.400"
"09/23/2016","11","15,349.110"
"09/23/2016","12","15,660.020"
"09/23/2016","13","15,760.580"
"09/23/2016","14","15,890.560"
"09/23/2016","15","15,958.620"
"09/23/2016","16","16,193.650"
"09/23/2016","17","16,529.460"
"09/23/2016","18","16,550.520"
"09/23/2016","19","16,368.490"
"09/23/2016","20","16,266.170"
"09/23/2016","21","15,508.950"
"09/23/2016","22","14,419.370"
"09/23/2016","23","13,146.880"
"09/23/2016","24","11,880.070"
"09/24/2016","01","11,157.050"
"09/24/2016","02","10,826.650"
"09/24/2016","03","10,713.390"
"09/24/2016","04","10,773.280"
"09/24/2016","05","10,798.740"
"09/24/2016","06","10,981.510"
"09/24/2016","07","10,836.110"
"09/24/2016","08","11,387.000"
"09/24/2016","09","11,897.620"
"09/24/2016","10","12,201.110"
"09/24/2016","11","12,345.640"
"09/24/2016","12","12,407.840"
"09/24/2016","13","12,323.700"
"09/24/2016","14","12,181.600"
"09/24/2016","15","12,133.320"
"09/24/2016","16","12,257.440"
"09/24/2016","17","12,570.900"
"09/24/2016","18","12,967.240"
"09/24/2016","19","13,202.660"
"09/24/2016","20","13,503.220"
"09/24/2016","21","13,077.830"
"09/24/2016","22","12,368.760"
"09/24/2016","23","11,494.780"
"09/24/2016","24","10,926.580"
"09/25/2016","01","10,813.760"
"09/25/2016","02","10,399.410"
"09/25/2016","03","10,307.340"
"09/25/2016","04","10,019.600"
"09/25/2016","05","10,012.510"
"09/25/2016","06","10,140.870"
"09/25/2016","07","10,294.390"
"09/25/2016","08","10,645.460"
"09/25/2016","09","11,017.920"
"09/25/2016","10","11,322.440"
"09/25/2016","11","11,201.360"
"09/25/2016","12","11,238.260"
"09/25/2016","13","11,321.240"
"09/25/2016","14","11,336.860"
"09/25/2016","15","11,405.710"
"09/25/2016","16","11,688.490"
"09/25/2016","17","12,225.530"
"09/25/2016","18","12,962.160"
"09/25/2016","19","13,479.140"
"09/25/2016","20","13,938.870"
"09/25/2016","21","13,361.030"
"09/25/2016","22","12,372.050"
"09/25/2016","23","11,207.430"
"09/25/2016","24","10,391.580"
"09/26/2016","01","9,841.800"
"09/26/2016","02","9,482.510"
"09/26/2016","03","9,425.790"
"09/26/2016","04","9,580.540"
"09/26/2016","05","9,896.100"
"09/26/2016","06","10,439.160"
"09/26/2016","07","12,146.560"
"09/26/2016","08","13,131.200"
"09/26/2016","09","13,250.900"
"09/26/2016","10","13,213.220"
"09/26/2016","11","13,258.480"
"09/26/2016","12","13,281.500"
"09/26/2016","13","13,293.930"
"09/26/2016","14","13,414.460"
"09/26/2016","15","13,488.050"
"09/26/2016","16","13,638.140"
"09/26/2016","17","14,007.710"
"09/26/2016","18","14,397.710"
"09/26/2016","19","14,837.580"
"09/26/2016","20","15,174.100"
"09/26/2016","21","14,535.780"
"09/26/2016","22","13,348.470"
"09/26/2016","23","12,137.350"
"09/26/2016","24","11,051.870"
"09/27/2016","01","10,517.940"
"09/27/2016","02","10,310.110"
"09/27/2016","03","10,360.280"
"09/27/2016","04","10,370.380"
"09/27/2016","05","10,652.150"
"09/27/2016","06","11,143.000"
"09/27/2016","07","12,646.360"
"09/27/2016","08","13,825.720"
"09/27/2016","09","14,264.740"
"09/27/2016","10","14,499.160"
"09/27/2016","11","14,724.520"
"09/27/2016","12","14,696.310"
"09/27/2016","13","14,651.390"
"09/27/2016","14","14,710.430"
"09/27/2016","15","14,701.190"
"09/27/2016","16","14,731.190"
"09/27/2016","17","14,914.660"
"09/27/2016","18","15,171.090"
"09/27/2016","19","15,432.730"
"09/27/2016","20","15,774.500"
"09/27/2016","21","15,078.060"
"09/27/2016","22","13,906.210"
"09/27/2016","23","12,509.560"
"09/27/2016","24","11,309.120"
"09/28/2016","01","10,976.650"
"09/28/2016","02","10,856.470"
"09/28/2016","03","10,838.830"
"09/28/2016","04","10,742.960"
"09/28/2016","05","10,977.220"
"09/28/2016","06","11,438.510"
"09/28/2016","07","12,621.700"
"09/28/2016","08","13,722.840"
"09/28/2016","09","14,109.180"
"09/28/2016","10","14,326.930"
"09/28/2016","11","14,458.320"
"09/28/2016","12","14,503.220"
"09/28/2016","13","14,426.890"
"09/28/2016","14","14,375.700"
"09/28/2016","15","14,224.820"
"09/28/2016","16","14,137.580"
"09/28/2016","17","14,267.060"
"09/28/2016","18","14,567.130"
"09/28/2016","19","14,944.050"
"09/28/2016","20","15,088.900"
"09/28/2016","21","14,461.830"
"09/28/2016","22","13,405.580"
"09/28/2016","23","12,352.440"
"09/28/2016","24","11,694.300"
"09/29/2016","01","10,967.460"
"09/29/2016","02","10,778.480"
"09/29/2016","03","10,581.630"
"09/29/2016","04","10,514.230"
"09/29/2016","05","10,739.860"
"09/29/2016","06","11,524.200"
"09/29/2016","07","12,787.780"
"09/29/2016","08","13,280.040"
"09/29/2016","09","13,509.320"
"09/29/2016","10","13,588.340"
